1657727336388.723877 0.834611 -9.51107 -3.09983 0.197263 0.0331486 -0.158865
1657727336392.689209 0.927207 -9.5596 -3.22158 0.207735 0.0366392 -0.137921
1657727336396.654785 1.00587 -9.598 -3.16397 0.218207 0.0331486 -0.115232
1657727336400.619141 1.08349 -9.57638 -3.04598 0.223443 0.0296579 -0.103015
1657727336404.583740 1.1424 -9.55523 -2.98727 0.237406 0.0174406 -0.0768349
