1657727276381.421143 1.60295 -8.48103 -4.09741 0.209481 0.0820178 -0.411938
1657727276385.322510 1.67935 -8.43933 -3.91951 0.212971 0.0942351 -0.406702
1657727276389.222900 1.78667 -8.49706 -3.80306 0.209481 0.106452 -0.401466
1657727276393.124268 1.86549 -8.59541 -3.76604 0.185046 0.137868 -0.377032
1657727276397.025879 2.0055 -8.65282 -3.76954 0.167593 0.151831 -0.359578
